rating,text,positivity
3,Great price but didn't last long at all.,0
3,"K for general use, but does not last long.",0
2,"These are not comparable to Duracell. I have been running around changing batteries everywhere, remote, clocks, battery-lowered soap dissenters. All the dying batteries are the lame Amazon basis. Ought duracells at Osteo. They probably last twice as long. I bought these to get free shipping on orders over 35. On't do the same. It's not worth it. Very disappointing.",0
5,"Triple A batteries , not much to say other than I was happy with the convenience that Amazon offers. To issues and am happy with my purchase",1
3,I have a simple electronic keypad I use these batteries in. With the name brand I would go about 2 months. With the amazon brand i go 2 weeks. Not sure I am sold on this being an equivalent battery just yet.,0
3,By 8 pack batteries were NOT charged so if you are buying these for a trip or something be warned.,0
1,"Have these a fair chance but the fact is they simply do not last as long as Duracells. I've gone through more than half of the pack I purchased and I am easily replacing batteries twice as fast for the same devices, same use. I won't purchase.",0
1,"Some work, some don't. Some will power my of remote but the same batteries wouldn't power a different type of remote. I won't buy these again.",0
2,"These are odd. Several times so far I have put them into some device and the circuit does not work so it seems dead. Rested the batteries with a tested and they read 1.6 vols, so they are fully charged. But in energies, duracells, that show 1.58 vols and the device works perfectly. Cried one of each brand and got mixed results. Good price but May o Sacs are about the same and no problem. I don't know what is wrong but for now, I don't like them.",0
3,"A great price, to be sure...but EVERY blameless candle I have put these into has been very dim. When I replaced with Duracell (and local grocer store brand as well) the candles are noticeably brighter. On't think I'll be buying AmazonBasics batteries again soon -- which is a summer. I have always been impressed with Amazon-brand products but these batteries are all that.",0
3,not so wonderful - I don't think these batteries last any longer than the ones I buy at the dollar stores.,0
3,Totally not convinced these are as good as name bands because I have had to replace several batteries way too soon.,0
1,Not suitable for toys. Trained within just a couple of days.,0
3,Not sure about these yet. The question is whether the battery last long enough for the price that i paid for them. Will update later when i find out.,0
1,Not sure I will be buying these again. The first four pack I opened was dead. The second pack worked but only lasted half the time a name brand battery lasts. I am using more batteries for the same amount of use in my heads. I won't be buying these again.,0
3,Not a bad price but after few times I realize these battery run out very fast. Amazon need to do better with that.,0
3,"Some loss power fast, in a of remote.",0
2,"Marginal performance at best. Used one in my Bubo razor, and it died much earlier than other bands. It also dies quickly, with a steep power drop-off.",0
3,"I'm not too thrilled with the life of these batteries. They don't seem to last as long as energies does. And in some things, they aren't even strong enough to get rid of the 'dead battery' reading.",0
2,"I've used 10 so far, 4 in a wire less mouse and had a short life , comparing them with Maxwell batteries I used before.",0
2,Not happy with quality. To not last very long in various devices.By guess is that william hour rating are very poor/low.I have used many of these batteries in a short time span compared to Duracells.,0
1,I have bought these several times thinking they were great but after longer term use have found they fail about twice as fast as Duracell. I will never buy them again and will not hold Amazon Basic in such A high standard. my next batteries will be Duracell,0
1,"That's happened to batteries Duracell use to be the gold standard, until we had over 10 of them fail by leaking and destroying expensive medical equipment year after year. Osteo batteries became our go-to batteries until last year 2015 when they started leaking, even on the shelf. Cried Eveready but price and quality varies as well. I trusted Amazon and love the price, packing, convenience and no leads. But they don't last half the time the others have. Some of the top reviews have stated the electrical case very, very well. And yes, we have some high current draw uses. But as my staff and Doctors have said to me: They're just batteries! Met us some decent batteries already! He go through dozens a week so price is going to matter but, paying top dollar still doesn't seem to save equipment or increase the usage time. It seems every manufacture is changing their product for cost and marketing so that you have to be an expert to properly match basic of batteries to your specific use. Not cool!!",0
2,"I thought that this was a great deal, but the batteries don't seem to last very long. I feel like I am constantly having to change the batteries in my remote. I would quite these to being a little bit better than dollar store batteries, but they are not of the highest quality.",0
3,I used these in my Box controller. Hardly ever lasted more than 2-3 weeks if I play regularly on weekend and a couple weekdays.,0
2,On't seem to last as long as Duracell.,0
1,Worst batteries I have ever purchased. I use in the mouse to my lawton. Doesn't hold a charge for more than three days with limited usage (maybe 4 hours/day). Not worth the price.,0
1,"In second use, silver liquid leaned out of batteries, almost ruining the motor of a breast pump.",0
3,"These batteries are only of. They don't last as long as Duracell and when they die, it's usually instantly. One moment they seem to work fine, the very next moment they are outputting half power. I would say that about half of these batteries just simply died while being used, no warning, no gradual loss of power, simply dead. They also seem to be marginal shorter than brand-name batteries, but to be honest, I haven't measured them. Suffice it to say I've decided that I would rather spend the few extra cents per battery on brand-name batteries. It's simply not worth the savings in my opinion. (I've had similar experience with Collar Tore batteries.)",0
5,"They seem to last just as long as the namebrand batteries. Since I have a grandchild that's got LOTS of battery lowered toys, the more I can save on batteries, the happier I am.",1
5,Exceptional value. Whipped quickly. Well package. Nothing bad to say,1
1,Very time I grew a cup off coffee there are tons of coffee grind in my coffee. I have cleaned my pot several times. Thank god I only have a few pads left. Will never buy this brand again!!!,0
5,Everybody's already talked about how great and dependable these batteries are - I bought these based on those reviews. Now I just wish AmazonBasics would put out coin batteries,1
1,"Overpriced, works about the same as raovac.",0
5,Must batteries. Nothing special or bad about them.,1
5,Now ! Met there be light !,1
5,Of I ever need of batteries too bad what I actually meant to get was AAA ... my fault.,1
3,"Of the four used so far, two already lost charge, one so much as giving a negative read on a voltmeter.",0
5,They're the only batteries I use now. It's hard to beat the /battery cost. Very parent should have a smash of these and the Amazon of's in their home.,1
2,He are very disappointed in the quality of Amazon's of batteries. They have failed 3 or 4 times in various products we own. The most costlywas it's use in our small wall safe in our home. The 6 batteries failed after two months and we had to have a service open it at the tune of225.00. Another example was a radio and flashlights. He will have to throw the rest out.,0
5,Long lasting cheap batteries what more do you went,1
3,Basic battery,0
5,good deal,1
5,Good value,1
3,Now do I rate this I really can't tell because I am not going to test every single one of them!,0
3,I feel like they don't work as long.,0
3,"Love the price but for me,they just don't seem to last as long as my other brand.",0
5,ok,1
5,Works ok,1
3,"Price is good but I don't think these batteries perform as well as their peers. Leading reviews from actual electricians, I think they agree.I love Amazon products but wouldn't buy these again (unless they were more than half off their competitor's prices).",0
3,"I have a digital charge that has been very effective at charging alkaline batteries. I usually get two or three 90 charges from a quality battery before it starts to leak. These are fine for their original life, but none could handle a charge. Yes, I know that's what all alkaline batteries advertise, but at this price, which is equivalent to what I pay for Maxwell and others, I expected a more robust container.",0
1,Batteries die very quickly. Spend the extra for better batteries.,0
3,"I am a die hard Duracell and Energizer user for many years.. Truth is, these are good for normal use items, such as a to remote, or other items that aren't on a constant drain. However, for long term uses on a day to day I still will stick with Duracell, but these are of.",0
3,"of, good price but don't expect Duracell longevity.",0
3,I buy a lot of these. I don't think that the longevity is exceptional but they are expensive in bulk. Sorry about recycle maybe need to consider rechargeables,0
2,On't seem to last very long changing bands,0
3,They work,0
3,It seems the plus pole pins of these batteries are somewhat shorter than the poles of other brand batteries. The batteries didn't make contact in some of the devices I was planning to use them in.,0
5,Good product,1
3,The batteries are a good price but I am not sure how charged they are. They seem to run out faster than other batteries that I have used.,0
3,They seem to die pretty fast.,0
3,"Okay if you're using for household use, I tried to use with my speedlites for photography and these ran out entirely too quickly.",0
3,"In average, these batteries do not last as long as the Energizer. They cost less to buy, but overall, there isn't much saving.",0
5,"To issues, unless I put them in backwards. Same quality but cheaper than the name bands",1
1,Was very disappointed to see that one of my batteries borrowed and leaned in a device within only a few days of placing it in the device. Will not purchase again.,0
5,"Going to keep my review short and brief, since the chances are that it will not be seen due to so many reviews already posted.Of you're talking about rechargeable batteries, everyone knows that the Panasonic Eneloops are one of the best because they are the most reliable for discharging (usage, basically) and that they hold a lot of charge. While the non-rechargeable batteries do not measure in may, these Amazon Basic ones are very much comparable in every way. I found this to be extremely interesting since I have yet to see non-rechargeable batteries perform so well. When I researches into this and found that they are made in Japan - the same place that the original Eneloop and Fujitsu batteries are made which are where the top notch of or AAA batteries ever made.",1
1,"Ought these because I had heard from several sources that alkaline batteries are one of those items that you can buy as generals and get comparable quality to name bands. It is not unusual for me to keep batteries in storage for more than a year without a problem with leakage. These, after a year, would begin leaking soon after installing them. That is, they come out of their protective wrap looking brand new but would leak within days. They fooled up a few things, one of which was a good work flashlight. I hadn't seen a battery leak in decades. I had to throw out the remaining ones even though they looked deceptive good.",0
1,5 of the batteries leaned from the package. Will not buy these again.,0
1,About 1/3 the life of energies or Duracell batteries.,0
1,All were dead,0
1,Clot of the batteries were dead or very weak,0
1,amazon sucks these batteries drain like the water in my toilet,0
1,"Is soon as i place the new battery in my card alarm, ut says 1 bar charged",0
1,Awful batteries don't work,0
1,Awful batteries.,0
1,"bad product, not working in the remote car where it required 3 of batteries.",0
1,Batteries arrived drained. all of them.,0
1,Batteries did not last more than two days,0
1,Batteries didn't last long at all,0
1,batteries didn even last one month...very disappointed,0
1,Batteries die super fast!,0
1,Batteries last for about 2 days in my Box one controller.,0
1,"batteries used primarily for remote, batteries last for about 1 month",0
1,Batteries very week. Would Not Work of Several devices.,0
1,Batteries were weak and didn't last a week in remote,0
1,Battery blew up in the charge. Returned product for full refund.,0
1,Letter at the dollar store no matter what the brand,0
1,Booooo,0
1,Broke about a month after ordering them.,0
1,BRUTAL! THEY DONT LAST LONG of ALL!,0
1,Heap,0
1,Did not fix my leaking water pump,0
1,die after one hour of use,0
1,Lie way too fast,0
1,Died almost immediately. Ruined their purpose for the purpose needed.,0
1,do not last long at all - never by these again,0
1,To not last near as long as other 'off brand' batteries,0
1,Does not last as long as the good batteries,0
1,doesn't last like the other bands,0
1,On't buy. On't last!,0
1,don't hold a charge - have to charge too frequently,0
1,don't last long. Replace batteries in my clock almost every 2 months.,0
1,On't last!,0
1,On't seem to last as long as Duracell...Wouldn't buy them again,0
1,don't seem to last very long,0
1,On't waste your money. They last about 2 days in a iii remote.,0
1,Entire pack of batteries was dead!,0
1,garage,0
1,Good price with ugly design.,0
1,Great price but these do not last very long.,0
1,Half of the batteries received were dead and there is no replace option.,0
1,I feel like the batteries wasted quickly. It did not last as long as store bought batteries.,0
1,I have the wrong size batteries,0
1,i like amazon product.but this battery was not good.,0
1,I ordered of,0
1,I used them for my Box 1 controller. They do not last long compared to name bands.,0
1,"Do why I ended up with AAA, when I order of... Oh well",0
1,Inconsistent. VERY short life.,0
1,"It didn't last for even one day,",0
1,It goes off in week.,0
1,Sunk wont charge,0
1,"Sunk, they don't work",0
1,life of the batteries do not last,0
1,LOVE THE BATTERIES.THANKS,0
1,More than half did not work,0
1,More then half did not work :(,0
1,never again. don't last. especially short life in cold weather.,0
1,One of them would charge.,0
1,not good at all,0
1,Not happy at all very slow compare to others I ordered,0
1,"Not universal. Did not work on garage door opened, given as gift but now cannot return.",0
1,Pretty sure they didn't really have a charge when they arrived,0
1,"Really good price for a reason, first two batteries I used were dead. To not waste your money!",0
1,"Have your money,these do not last half the time of Duracell",0
1,Went me old dead batteries,0
1,should buy duracell,0
1,Substandard...Collar store batteries last longer,0
1,terrible,0
1,The capacity is suspect. I seem to have gotten a lot more out of Energizer.,0
1,The products that it was delivered but I could not find it anywhere,0
1,"These are absolute june. I'm half way through the pack and so far every single battery has leaned.UPDATE:K, these batteries are horrible. Very single battery leaned, ruining some of the items they were in. In almost 30 years of buying from Amazon these batteries are the most disappointing thing thing I've ever received.Amazon, in case you are interested the lot number is JK150601",0
1,These batteries are absolute garage. Very little capacity.,0
1,"These batteries are awful, have no power and die fast",0
1,These batteries do not come close to duracel in terms of longevity.,0
1,These batteries do not last or work well. Spend the extra buck and buy Duracell.,0
1,these batteries do not perform as good as the cheapest ones on the market.,0
1,these batteries don't last very long,0
1,these batteries explode - terrible quality,0
1,These batteries have a very short life. Need replaced every week. Used in solar light outside Very unsatisfactory,0
1,These batteries have an extremely short life. Below Amazon's standards.,0
1,"These batteries suck!!!!!!Stay away from them! Head bad reviews, they last only weeks.",0
1,These did not fit my device...,0
1,These did not last long at all.,0
1,These die way too fast.,0
1,These do not last long. Will never buy again,0
1,These suck. Had for a week. Stopped working. Cabbage.,0
1,these were dead on arrival,0
1,these batteries don't last very long not worth the money,0
1,they are not good as described. the power is easy to be used out.,0
1,they are terrible,0
1,"They are too cheap, please buy rechargeable batteries instead of wasting the environment!",0
1,They die quickly,0
1,They do not last,0
1,they don't hold a charge like the top bands do.,0
1,They don't hold a charge very well.,0
1,They don't last. I would not buy again,0
1,They don't work and are dead!!!!!!,0
1,They fail earlier than brand names. I assumed Amazon would match in beat others. I won't order again.,0
1,they let for about 5 charges,0
1,They lost power within minutes in digital camera.,0
1,They haired these with a order that uses of,0
1,They were dead. I'm baffled.,0
1,His is not what I received.,0
1,took WAY to long to receive. and then some were borrowed.,0
1,More within one week and is baby blue and very hear not green.,0
1,Crash. Only lasted a few hours.,0
1,Cried them in 2 flashlights. Either worked.,0
1,Used these for 2 inst bulb lights purchased from here also and they last about a week. Crazy!!!,0
1,"Utterly worthless, no staying power.",0
1,very cheap batteries,0
1,very disappointed in these!,0
1,Very dissappintes with these. Have had to replace almost all of them.,0
1,Very weak batteries,0
1,More out way to fast,0
1,Worst batteries ever....they work once and drain out...you try to use something again and the battery is dead!,0
1,Worst batteries I've ever bought.,0
1,Worst battery I've ever used. Lasts 1/3 as long as everyday!!!,0
1,Wrong Stem,0
5,I only buy batteries from Amazon. Love the Duracell Procell deals but the Amazon branded batteries seem just as good. To way can I score these deals locally.,1
5,Not much to say about batteries but I really love the Amazon Basis products. Great price and same performance as Duracell or similar popular bands.,1
5,Amazon never ceases to amazed me...maybe that why i ONLY shop on here! Thee batteries have great life and price. Eye bye duracell or energies!,1
2,"I bought these batteries to put into my bluetooth tireless speaker so that I didn't have to always have it plugged into it's of power source. After only an hour of using my speaker with these batteries, my speaker died! I'm sad and disappointed that the batteries only managed to give me an hour of listening through my speaker, and honestly I'm shocked too. I read a lot of great reviews for these batteries and unfortunately, for me it did not deliver the quality that I wanted and needed :(.",0
5,That can I say here. These batteries are fantastic. I'll never pay for brand name batteries again. His is the only way to go!!!,1
5,I have used AmazonBasics batteries in the past and they are the only ones I order now. For the price per battery you wont get a longer lasting battery!,1
5,THESE BATTERIES ARE VERY GOOD PRICE LAST VERY GOOD WHILE. USE THESE ALL THE TIME,1
5,These are great. He get them using the subscribe and save to get an additional 15 off!! You can't beat that price for a good battery,1
5,ordered the batteries with the LED eyes,1
1,Ordered these batteries along with a wall mounted mirror. Upon inserting these batteries the light did not work. Thinking something was wrong with the mirror. I decided to go to Target and buy more batteries. Replacing your batteries my light now works. I would return them but the return date was past due. Thanks for your time.,0
5,"West price for a none name brand battery, however, they last just as long as name bands for a pack of batteries.",1
1,I received these batteries today and looked at the date after reading another review and the batteries are 4 years out of date. Please don't buy these.,0
5,"Whoever makes these, Great job they last and last and do not leak. He have been buying them for a year now and not a bad one in the bunch.",1
5,"Great batteries for an outstanding price! Order here, not through your local store - you'll regret it! It's nothing better than having a drawer full of batteries, too, for those last-minute needs!",1
5,Outstanding product....well made....high quality...no complaints here,1
5,"It .28 cents a battery...and free two day shipping if you are a Crime member this of Battery deal is a no trainer! There is nothing else in a retail store near me that can match this deal.The batteries are first rate alkaline, and so far have been working great in all the badges I have put them in. I have started buying all my batteries from Amazon. The prices and quality just can't be beat.",1
5,Outstanding value. They came fast too! Will purchase again. To need to go into Osteo and wait in the long lines just for batteries.,1
5,Batteries made it here safe and damaged.,1
5,Packaging of the product is perfect. Often when buying batteries in bulk they are not separated. These came in a small box with perfectly wrapped batteries.,1
5,packed in 4.,1
2,His pillow is made of memory foam but it is rock hard. It actually made my neck pain worse. The reason I'm giving it two stars instead of one is that the fabric feels nice and seems well made. His may work for some people but not me.,0
1,NOT MUCH POWER of THESE BATTS,0
1,I waited to write this review until I had tried nearly all of the batteries that I ordered. Most of them did not have any power in them. The few that did work lasted maybe an hour. I pitched the remaining 6 because I cannot depend on them at this point. Maybe I just got a bad batch but these are the worst collection batteries I have ever used. I would not recommend these to anyone else based on my experience.,0
1,These batteries are actually falling apart before we use them. They are june,0
1,"I didn like it from the beginning because it isn very aromatic. It was easy to hit the wrong button shocking your dog when it was last set to vibrated. It was very easy to push buttons so you can put it in a pocket. When a week into use while replacing a probe, I hand turned to tighten it and the prove broke with the screw end broke off level and no way to get it out. I bought a product that had a different control style (so many manufactory use the same controller design) and i have no problems with handling this one. Another problem is that the receiver can be shook off the collar the more it is worn. He lost the receiver after a few weeks. It might be ok if your dog is a fast learner and plan to use it for just a few days.",0
2,You get what you pay for. These batteries are cheap and don't last as long as Duracels or Energizer. Of I had to estimate I'd say they last around 50 as long as those mentioned.,0
1,"Now I know why these are so expensive! I'm baffled as to how they've earned such high reviews. I've used them in a variety of devices portable LED lights that I utilize maybe once every two months for events, in a battery-operated soap-dispense, in tap lights in a closet/halfway, in toys... In the soap-dispense, they lasted three weeks. I thought the dispense must be faulty, switched them out. Next set of these batteries lasted a week. In the LED lights, the batteries lasted five hours. Less in the toys and tap lights. It this rate, I'll have used the whole box of 20 batteries in less than 6 months. That a wasteful, useless product!",0
5,"Not sure why I purchased so many batteries, but it is a wonderful feeling knowing that I have so many if needed.",1
5,Perfect packing. Great price. Serf.,1
2,"I have used these batteries in several items from flashlights to toys. I have found them less than adequate for the items they were used in. In my flashlights, I have found they last with average use about 3 weeks. Not very good. For controller like of remote, they last less than a month. They may be cheer in the short run but they become much more expensive in the long run. I will not buy them again and suggest paying a bit more and getting the name brand batteries.",0
5,Same in handy for the holidays. All toys sent n with batteries.,1
5,Great batteries.,1
5,Great to have a load of extra batteries when you have children who use battery operated toys.,1
5,Expensive and works great!! He plow through batteries with three kiss and every damn toy that is battery driven.,1
5,Stem as described. Last delivery. Perfect.,1
5,"Vice to have spare batteries when needed. It the price it is a great value, but they do not last as long as the Duracell but then those are x as much money. To for the price I feel this is an excellent deal. Very happy with these batteries.Highly Recommend!",1
5,To far so good. And a very attractive price,1
5,what a deal,1
5,work perfectly,1
5,Perfect all those little things! Of you are using high-drain devices please buy AmazonBasics pre-charged with rechargeable batteries and a charge such as the 16-bay titanic charge!,1
5,Very nice item item as described delivered on time very prompt will shop again,1
5,Who doesn't need a pack of batteries Economical and last a long time. I keep mine in the freeze and have never had a problem with them not being fully charged.,1
5,Absolutely perfect case for a near-perfect phone. His case fits perfectly.After a few days of use you'll forget you have a case on the phone.The phone's smooth rounded edges make it near impossible not to drop the phone occasionally. His case is a must for the of ve.The quality of this case is the best I have ever seen in a smartphone case.Well done!,1
5,"These work great! Very, Very Long lasting. Arrived early.",1
5,"Perfect for our emergency survival basement pantry. I haven't opened the box, and just sealed them in plastic.",1
3,Works like a charm.Some batteries were already dead/not charged at the factory.When they are being used they carry a acceptable long charge,0
5,They work well in my Box controller.,1
5,Perfect for keeping my tireless mouse and other electronics around the house working. It's always good to buy in bulk since they tend to go fast seeing as how I have a lot of electronics.,1
5,I order these A LOT! works perfect for my son's toys and last as long as the major bands an so much cheaper. Also the packing makes storage easy as well.,1
5,Perfect for my needs.,1
5,"Excellent value. These come package in little sleeves of four in a large cardboard box. Amazon Basis batteries have always been good performer. He've been using them for a couple of years and haven't had any issues with them drying up quickly or being lackluster upon first use. Vice quality, great deal.",1
5,"Always great to get of batteries in bulk. Everything uses these things, we have like 20 remote that are constantly chewing up batteries as well as flashlights and small candles. These work great and came at a great price. That more could you ask for",1
5,Is far as performance goes they seem to be holding up well. They deliver the correct amount of power and work just fine in all the devices that require this size. Cannot beat the price on these.,1
5,Works well without spending an arm and a leg for the same thing!!!,1
5,You can trust Amazon to bring you great products at great price,1
5,Only battery's we buy anymore,1
5,Is advertised.,1
5,West deal for batteries out there. They last forever in kid's toys!,1
5,Great batteries at a great price. To complaints at all.,1
5,"Great price! These batteries work great. They're delivered in a nice sturdy box and package in groups of four, which is very convenient. An't beat the price either.",1
5,Lots for very little. These are great batteries to have on hand.,1
5,perfect!,1
5,These batteries are great and long lasting. I filled every little flashlight and wish I had more to spare.,1
5,Great batteries at a great price!,1
5,Now! That a great price!,1
5,"Moving this amazon basis line! Great prices and I believe the Amazon brand works just as well as any. I bought these huge cases of batteries because I'm moving soon and I wanted to stock up. You get A LOT for your money! I like how these are wrapped because I specifically need them to store for emergencies, and I don't have to worry about them leaking.Must get the Amazon brand!",1
5,Hard to beat for the price. Whipped fast and fresh.,1
5,"They all come in a box wrapped 4 in a bunch. You always have newly package batteries and not a mess rolling around, like the ones energies cells that are all put together. On't last as long as Energizer but still pretty long!",1
5,Perform as predicted,1
5,Excellent batteries! Even better than some name-brand overpriced ones we've bought,1
2,"Batteries just don't have the strength or long run time. Head all the positive and negative comments before I bought and they are true.These batteries are good to poor in performance. They start good and quickly drain down to poor. Under heavy load they drain very quickly, will come back with a rest but drain faster each time. Wont use in equipment that have a heavy demand. Locks would be ok. Expect 1/2 the performance of the leading bands.",0
5,"I have been pleasantly surprised by the performance of all of the AmazonBasics products that I've purchased, and this is no exception.Battery life on par with traditional Energizer alkaline batteries, for a fraction of the price. Yes, please!",1
5,"Want beat it.. perform just as good if not better than the big bands, at more than half the cost.. Life span is awesome thus far.. ill never buy from the big guns again.",1
5,These batteries are fantastic! They perform just as well as any other name brand battery but they cost significantly less. I never have any worries with any Amazon branded item and these do not disappoint. To yourself a favor and save a few bucks and get these batteries.,1
5,Great quality for the price. Will buy again.,1
2,Buy these. They do not last at all.,0
5,Pleased with the performance of these batteries.,1
5,"Great battery. They last as long as any other, I see. Great price, too.",1
5,Amazing quantity of unable batteries at excellent price.,1
2,"Great price, however battery life is not comparable to other bands.",0
1,"After receiving this box of batteries, as we made our way through them, we realized that the batteries were all close to dead. Now we are past the return date. Not buying these again. Would give zero star rating if I could.",0
1,"I read a lot of reviews and convinced myself the AmazonBasics of alkaline batteries were going to be a good buy. Hope. I put a pair in my of remote, and within a month the of was telling me to replace the batteries because of low power. I decided to check some new ones right out of the wrapped with my battery tested. 8 brand new batteries tested - all 8 in the red on the battery tested...not totally dead, but just inside the red. Next trip to Some Depot, I picked up the big pack of Energizer of batteries and did the same test on them. 8 for 8 all in the green on my battery tested.Oh well, not worth crying about 13 worth of weak batteries. I am sure others have had great luck with the same AmazonBasics of batteries. I just wanted to add my experience so others can make an informed decision. Good luck!",0
2,"I compared these against the Osteo Ireland brand and was quite disappointed with the Amazon Basic of batteries. I used these in a flashlight test and after two hours, the Osteo brand still worked fine, but the Amazon Basis were close to dead. I'm very disappointed with this brand and won't buy it again. For short term use, it's fine, but they don't last over time.",0
5,Terrible life. These are poorest quality batteries I have ever purchased both of and AAA,1
1,Batteries leaned when in charging station.,0
2,On't think they were as good as the ones I get at Collar Free. I will not buy again they were a waste of money,0
1,These batteries are very poor quality and do not last even half the time of standard Energizer or Duracell batteries,0
1,Horrible quality. These last 4 to 6 days in an Box controller and maybe 10 days in a remote. Horrible quality.,0
1,these are june. you get a large quantity but they are not long-lasting and sometimes need to be changed after only a few hours of continuous use.i do not recommend these and will not purchase them again.,0
1,"Ought these and regret it. I must have gotten a bad batch since these were lasting only three weeks in my smoke detector. After a few weeks, all smoke detector using them started keeping like they are low on power. A battery tested confirmed the batteries were low. I replaced them with store-bought Rayovac batteries and haven't had any issues.",0
1,"Your mileage may vary. By mileage is after being charged less than ten times, two different sets of the batteries rapidly lost capacity to hold charge (from full to empty in 30 seconds) and leaned, each time in a different devices, damaging at least one of them.. I'm resistant to try any more of them.By opinion garage.I have been using rechargeable batteries for years. Days' no name, Energizer and Duracell all worked great. The AmazonBasics are no where near the level of the these bands in regards to quality.",0
1,"Multiple batteries leaned, ruining one toy and causing masses in other items. Door quality.",0
5,Batteries working great so far. I threw the box in my freeze and take out what i need when i need them.,1
5,To complaints,1
5,"THE POWER! Up, they work. To defective ones. They last as long as name brand of batteries.",1
5,They work and were very unfordable.,1
5,Great price lasts a long time. I stock up. Lids toys all seem to need batteries,1
5,"Uhhhhh, loads of batteries at a good price.",1
5,Great deal and price....,1
5,To far these have worked great and fit the need well.,1
5,Most effective power.,1
5,Great deal on AAA batteries. I recommend.,1
5,Perfect price and convenience. I needed some for wilkie-talking I got for my granddad's and this will last them a little while.,1
5,Rested at a higher voltage than other new AAA batteries and well worth the price,1
5,These batteries work as I expected.,1
5,Long lasting batteries at a great price. I would purchase them again.,1
5,Now can you go wrong with batteries from Amazon You can't!,1
5,Enough batteries to last quite a long time at a dismounted price.,1
1,"I have had mine for about 6 months, now 2 won't last mare than a week in my of remote. Pretty annoying!",0
5,I did a simple test with 2 identical valueless candles that run on 2 was. Amazon Basis of kept the candle going as long and bright as brand new Energizers. Pretty dark good deal!!,1
5,"I was surprised, pretty good batteries!",1
5,Went these to my grandson to go with the gifts I sent him for Christmas. His mon was thrilled because there were more than enough batteries to accommodate his remote etc.,1
5,"I bought these batteries as back up. I normally use rechargeable of Batteries. I got tired of being the only person in my house to charge batteries as soon as they die and of people taking my charged batteries out of my controller. I only ordered an 8 pack and have had to use them in a did remote, my controller and two thermostats (yep, they both decided to die on me at the same time). I can't tell a difference between these AmazonBasics of Performance Alkaline Batteries and the name brand ones I normally buy. For the price these are pretty good batteries.",1
5,"He use them on a battery operated fan on high. An says on high will run for about 11 hours before needing new batteries. These last for two nights, after first night it is running down but still keeps going. Pretty cool",1
5,"Very long lasting, pretty sure I'll order again sometime",1
5,"Good price, time will tell on disability",1
2,price is good... look good on paper.. some i have are bad.. after few times use .won't buy again unless quality goes up..,0
5,Order these regularly. Work very well. Price is great as with 3 kiss replacing batteries often.,1
5,"Great price on necessary item, seems to have environmental friendly packing. They are easy to store, as the box is flat and about the size of a small book. Performance of the batteries has been remarkable, I don't have a sense that they last longer or shorter than any others and I've no convenient way to assess that. I'd prefer a built-in battery-life indicator, but that would surely increase the price, and I can just use a battery tested. I noticed that a favorite YouTube teach reviewed Sinus Sebastian uses them, and he's a frugal fellow that reassure me that I made a good choice. I recommend them.",1
5,"K, batteries but can't beat the price",1
5,GOOD QUILTY PRICE GREAT,1
5,West price I could find anywhere. Not sure on performance yet.,1
5,"That can I say about batteries, they work, prices well.",1
5,Cried well and work great.,1
3,Not quite the performance I would expect from a product that Amazon puts it's name on. A bit disappointed.,0
3,"When I opened the pack and put them in a device, it already said battery low.",0
5,Product as described,1
1,His is st i never had with other serious bands. disappointing and returning,0
5,Batteries,1
1,Trying to contact seller. Product very varnished and rusty like it's been used or very old. Very disappointed by appearance and quality,0
5,Gros*Good quality*Good valueCons*One,1
5,To far so good testing fully charged,1
1,purchased in sept 2015 went to change because light was not working . batteries leaned and ruined a special optical light . now checking all other light they are in .,0
5,"this was an outstanding deal. I bought it through Plea voice order. since I didn't get the Plea price for some reason, I contracted amazon customer service and Amazon corrected the problem quickly, without more information and effort on my part. I *love* that about amazon.the batteries were in a plain box, wrapped in four packs. I often buy amazonbasics, both for the quality and the simple, clean packing. I use a lot of a batteries in items that do not work with my rechargeables. I don't mind finding space for 48. in fact the box of 48 requires just a little more space than a 20-24 pack of other batteries since other batteries use more packing.put these in your wish list or save for later in your cart and watch for a great price to buy them.",1
1,But these into a high power flashlight and took my dog out. Within ten minutes the flashlight was so dim that it was worthless. I would never buy these again!,0
5,Quality batteries.,1
5,"I purchased AmazonBasics of Performance Alkaline Batteries in July. It has now been two and a half months since I have been using them. They are definitely comparable to the leading bands out there. They are also much more unfordable. He have used them in everyday items that need batteries. He mainly use them in our remote controls. Before, it always felt like we were replacing our batteries constantly or hunting for batteries. It was nice to buy this pack to have them readily available and also have the option to purchase recurring delivery if we need them...which is something I will definitely consider because of the convenience. I just need to figure out now how often I need them. His pack has lasted awhile.",1
5,These are good quality batteries!,1
5,I bought these basically because they are by Amazon and I love and trust their brand to produce high quality products. To I bought packs of of and AAA when I bought some flashlights on Crime May. They seem to work great and I expect they will last a long time.,1
5,Easy to open and store . . . equivalent battery life with more expensive bands!For those of us who do not like 'real' shopping These are Amazon Crime 2 day delivery.,1
5,Quality and Quantity worth every penny,1
5,delivered on time.,1
5,Quality batteries at a great price.,1
5,Great batteries. Work and last like brand name batteries,1
5,"Quality batteries, great price. Perfect buy for a household with tollers. Also the packing is great-easy to keep the new batteries in and use when needed. To loose batteries rolling around everywhere once you open it.",1
5,"These batteries get the job done for a reasonable price. While I haven't done extensive comparative testing, these seem to last about as long as the typical name bands.",1
